web-scraper-order,web-scraper-start-url,handle,name,content,replies,retweets,favorites,unix_timestamp,published_date,url
"1583618751-1589","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-03-01%20until%3A2019-04-30&src=typd&lang=en","@moe_gov_sa","وزارة التعليم - عام","#فيديو |
بالشراكة بين #وزارة_التعليم و #وزارة_الاتصالات وتقنية المعلومات تم اليوم تدشين التصفيات التأهيلية لأولمبياد الروبوت العالمي #WROSAUDI سعياً نحو ايجاد بيئة تعليمية محفزة للابداع والابتكار.
#Thinktechpic.twitter.com/4f8iJuHq75","21","237","209","1555610282000","10:58 AM - 18 Apr 2019","/moe_gov_sa/status/1118936740880887808"
"1583618751-1722","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-03-01%20until%3A2019-04-30&src=typd&lang=en","@shaqraedu","تعليم شقراء","اليوم ١٤٤٠/٨/٤هـ هو الموعد الأهم..
سيتم تطبيق اختبارات #TIMSS_KSA 
وتهــدف إلى تقييــم الأنظمة التعليميـة والتربويـة وقيــاس مســتويات الأداء والتحصيــل في الرياضيــات والعلــوم لطلاب الرابع الابتدائي والثاني متوسط.
#تعليم_شقراء @moe_gov_sa pic.twitter.com/KldGd4aH9W","","27","5","1554782059000","8:54 PM - 8 Apr 2019","/shaqraedu/status/1115462921386168320"
"1583618751-1511","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-03-01%20until%3A2019-04-30&src=typd&lang=en","@allith_edu","إدارة تعليم الليث","| تعتبر أنظمة الوثائق الرسمية وسجلاتها من أهم الأنظمة في أي مؤسسة، وهنا يتميز #نظام_نور فيما يقدمه من سهولة وسرعة لطالبي الخدمة حتى في أقصى أوقات الذروة.

•مدير التعليم | 
د.زكي بن رزيق الحازمي .

#تعليم_الليثpic.twitter.com/g2j5eDrViC","","8","13","1556142819000","2:53 PM - 24 Apr 2019","/allith_edu/status/1121170362027343872"
"1583618751-1596","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-03-01%20until%3A2019-04-30&src=typd&lang=en","@guriatedu_gov","إدارة تعليم القريات","#شكرا_حمد_آل_الشيخ 
#تعليم_القريات
@minister_moe_sa @moe_gov_sa @Media_M_Epic.twitter.com/lrZQ8bpvcH","8","17","16","1555585564000","4:06 AM - 18 Apr 2019","/guriatedu_gov/status/1118833066657615872"
"1583618751-1503","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-03-01%20until%3A2019-04-30&src=typd&lang=en","@Moh_S_Jaber","Mohammed BinAliGaber","@MOETawas for your information","","","","1556193393000","4:56 AM - 25 Apr 2019","/Moh_S_Jaber/status/1121382486704054285"
"1583618751-1622","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-03-01%20until%3A2019-04-30&src=typd&lang=en","@makkah_edu","إدارة تعليم مكة","تكريماً وتقديراً لهم على فوزهم بلقب البطولة الوطنية الثقافية الكبرى #فرسان_التعليم 
متوسطة يزيد بن الأخنس السلمي بمكتب #الكامل بـ #تعليم_مكة تُسمي  لجان الاختبارات بأسماء الطلاب المشاركين في المسابقة 
@moe_gov_sa @minister_moe_sa @makkahregion 
@iEN_tvpic.twitter.com/qOUSXZYKCB","6","26","34","1555492830000","2:20 AM - 17 Apr 2019","/makkah_edu/status/1118444112418672641"
"1583618751-1973","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-03-01%20until%3A2019-04-30&src=typd&lang=en","@McitGovSa","وزارة الاتصالات وتقنية المعلومات","من منطلق وحدة الرؤى والتعاون المشترك بين @McitGovSa و@moe_gov_sa تقام اليوم ورشة عمل بعنوان ""استقطاب الخريجين من برنامج الابتعاث الخارجي"" ، هادفةً إلى توظيف القوى الرقمية الوطنية والاستفادة من قدراتها في المجال التقني.
#وطن_طموح_وطن_رقميpic.twitter.com/BlrnY4R9TO","4","28","31","1552491040000","8:30 AM - 13 Mar 2019","/McitGovSa/status/1105853693482725378"
"1583618751-2048","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-03-01%20until%3A2019-04-30&src=typd&lang=en","@moe_gov_sa","وزارة التعليم - عام","انتصارات سعودية في #البطولة_العربية_المدرسية في #القاهرة
@sssf_edu
https://www.moe.gov.sa/ar/news/Pages/m-c-12457.aspx …pic.twitter.com/TA5qIy3TQ0","10","100","89","1551964767000","5:19 AM - 7 Mar 2019","/moe_gov_sa/status/1103646341421584385"
"1583618751-1753","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-03-01%20until%3A2019-04-30&src=typd&lang=en","@moe_gov_sa","وزارة التعليم - عام","دون أن يكون لها أي تأثير على نتيجة الطلبة..
#وزارة_التعليم تتجه لتطبيق #الاختبارات_المركزية على طلابها لتقديم مؤشرات علمية وموضوعية حول تمكنهم من المهارات الأساسية ولقياس جودة التعليم
https://www.moe.gov.sa/ar/news/Pages/c-t-2019-2.aspx …pic.twitter.com/jOQ2lYoO6J","466","1.6K","1.1K","1554566330000","8:58 AM - 6 Apr 2019","/moe_gov_sa/status/1114558087950741504"
"1583618751-1721","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-03-01%20until%3A2019-04-30&src=typd&lang=en","@shaqraedu","تعليم شقراء","نتائج اختبارات #TIMSS_KSA أحـد مؤشـرات رؤيـة 2030, حيث أنها مؤشــر مهم لجــودة التعليــم وذات مصداقيــة عاليــة في تقويــم واقــعه.
@moe_gov_sa #تعليم_شقراءpic.twitter.com/0CPR8asYMx","","23","4","1554782671000","","/shaqraedu/status/1115465486827962369"
"1583618751-1687","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-03-01%20until%3A2019-04-30&src=typd&lang=en","@BusinessSweME","Business Sweden ME","Swedish healthcare continues to support Saudi Arabia  in realising Vision 2030; today @SkaneCare signed an extension of their collaboration within specialist education for healthcare professionals together with H.E. Dr. Hamad Al-Sheikh @moe_gov_sa pic.twitter.com/gQ95RT03Y1","1","18","27","1554993259000","7:34 AM - 11 Apr 2019","/BusinessSweME/status/1116348756809723906"
"1583618751-2021","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-03-01%20until%3A2019-04-30&src=typd&lang=en","@mahdedu","إدارة تعليم المهد","#مدير_التعليم يفتتح البرنامج التدريبي 
"" القيادات المؤسسية "" للقيادات التعليمية والإدارية ، للمدرب أ : حامد العلوني 
@moe_gov_sa pic.twitter.com/VUxXrZbhMS","","11","9","1552200201000","10:43 PM - 9 Mar 2019","/mahdedu/status/1104633824133214209"
"1583618751-1746","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-03-01%20until%3A2019-04-30&src=typd&lang=en","@haroobedu","مكتب تعليم هروب","#مكتب_تعليم_هروب يبارك
للوفد المدرسي السعودي المشارك في مهرجان تونس العالمي للمسرح المدرسي الذي حقق الجائزة الفنية الكبرى عن #مسرحية_شرود وكذلك الجائزة الفنية الكبرى لأفضل مخرج إبراهيم الفراج وأفضل ممثل للطالب صالح الدامغ.
@moe_gov_sa 
@Media_M_E 
@sabyaedupic.twitter.com/WznEnSvool","","10","11","1554585400000","2:16 PM - 6 Apr 2019","/haroobedu/status/1114638075961978881"
"1583618751-1971","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-03-01%20until%3A2019-04-30&src=typd&lang=en","@scchool14","‏الابتدائية(14)والروضة (2)/. ب (4)لتعليم الكبار","تعلن ⁧#الابتدائيـ١٤ـة_الروضـ٢ـة
عن تغير وقت الدوام إعتباراً من يوم 
الأحد الموافق  ١٠  رجب  ١٤٤٠ هـ
 الإصطفاف الصباحي ٧:٤٥ص
 بداية الحصة الأولى ٨:٠٠ ص
مع تمنياتنا للجميع بالتوفيق""
القائدة التربوية/ثريا العطية.
@e3lam_trbwe @moe_gov_sa 
@guriatedu_gov @Media_M_Epic.twitter.com/qM9Gaeh80y","1","12","13","1552493495000","9:11 AM - 13 Mar 2019","/scchool14/status/1105863987420450816"
"1583618751-1632","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-03-01%20until%3A2019-04-30&src=typd&lang=en","@MBSHAMDAN","أ. د. مبارك حمدان","#ليالي_الوفاء سعدت بحضور تكريم أ. خضر مبروك الغامدي لانتهاء خدمته النظامية في التعليم بعد أن قضى ما يقرب من ٣٥ عاماً في تدريس طلاب الصف الأول الابتدائي بمدرسة أبوالأعلى المودودي بالخميس وكانت سيرته عطرة وحديث زملائه عنه محط فخر واعتزاز.@moe_gov_sa 
@minister_moe_sapic.twitter.com/oYfusDpQPj","8","16","33","1555445425000","1:10 PM - 16 Apr 2019","/MBSHAMDAN/status/1118245281198428160"
"1583618751-1747","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-03-01%20until%3A2019-04-30&src=typd&lang=en","@moe_gov_sa","وزارة التعليم - عام","#TIMSS_KSApic.twitter.com/JteDEQOO2H","116","281","212","1554580344000","12:52 PM - 6 Apr 2019","/moe_gov_sa/status/1114616868235546624"
"1583618751-1512","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-03-01%20until%3A2019-04-30&src=typd&lang=en","@HassanainMazen","Mazen Hassanain","Cell & Gene therapies will change the way we practice medicine in the next decade, technology localization is a must. Time to start bringing clinicians, scientist and industry together before access to medicine becomes an issue @SaudiMOH @moe_gov_sa @SaudiMEIM @KACST @ic_gov_sa","","4","7","1556139828000","2:03 PM - 24 Apr 2019","/HassanainMazen/status/1121157817493331968"
"1583618751-2064","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-03-01%20until%3A2019-04-30&src=typd&lang=en","@hbthedu","تعليم حوطة بني تميم والحريق","مدير التعليم أ. سعود العثمان خلال جولته التفقدية لابتدائية ابن القيم، يزور الفصول الدراسية ويسأل الطلاب ويُثير تفكيرهم ويحفزهم وسط تفاعل من الطلاب.
@moe_gov_sa 
#التطلعات_المستقبلية_للتعليمpic.twitter.com/rRy5dsheiX","15","66","50","1551796113000","6:28 AM - 5 Mar 2019","/hbthedu/status/1102938955119509504"
"1583618751-1556","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-03-01%20until%3A2019-04-30&src=typd&lang=en","@abuazez12","يوسف عبدالله الملق","وترجل الفارس 
نعم ترجل من نذر نفسه لخدمه أبنائه الطلاب بكل مدرسة يحل فيها يبذل من جهده وماله ووقته لرفعه المتعلمين لديه 
إنه الإستاذ #عبدالله_إبراهيم_الفرج فهل يلقى تكريم خاص من 
@moe_gov_sa 
وكذلك من @HAIL_EDU 
بنظري لا يكفي درع من الإداره مع بقيه المتقاعدين فهو غيرpic.twitter.com/dD9lALOT8T","1","5","4","1555859829000","8:17 AM - 21 Apr 2019","/abuazez12/status/1119983416190144512"
"1583618751-1650","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-03-01%20until%3A2019-04-30&src=typd&lang=en","@moe_gov_sa","وزارة التعليم - عام","معلمو التربية البدنية في المملكة: #دوري_المدارس فرصة لاكتشاف المواهب وتفعيل للرياضة المدرسية
⁦@DawriMadaris⁩ 
https://www.moe.gov.sa/ar/news/Pages/d-w-2019-254.aspx …pic.twitter.com/eMRMgWE87f","8","53","53","1555346446000","9:40 AM - 15 Apr 2019","/moe_gov_sa/status/1117830131521937408"
"1583618751-1725","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-03-01%20until%3A2019-04-30&src=typd&lang=en","@moe_gov_sa","وزارة التعليم - عام","#وزير_التعليم يستقبل السفير الإماراتي لدى المملكة
https://www.moe.gov.sa/ar/news/Pages/em-2019-587.aspx …pic.twitter.com/skQpnu884F","10","69","66","1554733277000","7:21 AM - 8 Apr 2019","/moe_gov_sa/status/1115258314135359492"
"1583618751-1576","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-03-01%20until%3A2019-04-30&src=typd&lang=en","@H_S_edu","إدارة التربية الخاصة بالأحساء","أبناؤنا الطلاب والطالبات ..

نرجو لكم التوفيق والنجاح في #الإختبارات 

#الملف__الإعلامي_بوزارة_التعليم 
@eallam1 @se___gov @moe_gov_sa @sens07376798 @Media_M_Epic.twitter.com/gMXrSadfHw","","13","10","1555711816000","3:10 PM - 19 Apr 2019","/H_S_edu/status/1119362605469007873"
"1583618751-1829","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-03-01%20until%3A2019-04-30&src=typd&lang=en","@e3lam_alula","إدارة تعليم العلا","(ش-س)
قسم توجيه وإرشاد الطالبات يقدم شكره وتقديره للجنة تحكيم جائزة تعزيز السلوك الإيجابي أ.وضحى العرادي مشرفة الإدارة المدرسية وأ.فاطمة العنزي مشرفة العلوم الاجتماعية حيث تم تحديد الفائزات الثلاثة من الطالبات في كل مرحلة وتم تحديد المدارس الثلاثة الفائزة.
@moe_gov_sa pic.twitter.com/VX7b6yL1Ac","","12","8","1553596758000","3:39 AM - 26 Mar 2019","/e3lam_alula/status/1110491409293983744"
"1583618751-1940","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-03-01%20until%3A2019-04-30&src=typd&lang=en","@2020saudiwoman","Citizen of Saudi Arabia 🎓","#Motion_Graphic
School library, its importance and objectives ..
Of the Division of Learning Resources in the Education of Onaiza. @p_c_media_sa","","","","1552651626000","5:07 AM - 15 Mar 2019","/2020saudiwoman/status/1106527240026771458"
"1583618751-1867","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-03-01%20until%3A2019-04-30&src=typd&lang=en","@meso202015","ابداع معلمه 🌟 创意老师.","欢迎来到中文在我们的学校，我们能够提升我们国家的名字
@Media_M_E 
@oihm1 
@tabuk_edu 
#إعلاميات_رائدات ضمن مجموعة
#الملف_الإعلامي_بوزارة_التعليمpic.twitter.com/TxEYsW5vts","2","17","35","1553287118000","1:38 PM - 22 Mar 2019","/meso202015/status/1109192684181340160"
"1583618751-1838","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-03-01%20until%3A2019-04-30&src=typd&lang=en","@intermediatee47","المتوسطة ٤٧ بالمدينةرقم العضوية  2️⃣ 3️⃣ 0️⃣ 1️⃣ 3️⃣","الإختبارات الدولية #TIMSS
تعقـدكل 4سـنوات وهي مــن أشــهر الدراســات الدولية تهــدف الى قيــاس مســتويات الأداء والتحصيــل في الرياضيــات والعلــوم
 لطلاب٤ الإبتدائي و٢متوسط
 @madinaedu @EalamAlmadinah @westoffice1 @jf_moe
 @moe_gov_sa @Media_M_E 
#الملف_الاعلامى_بوزاره_التعليمpic.twitter.com/rsCRd8IxzJ","","12","14","1553527672000","8:27 AM - 25 Mar 2019","/intermediatee47/status/1110201643214213121"
"1583618751-1486","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-03-01%20until%3A2019-04-30&src=typd&lang=en","@alasimaag","جمعية خريجي معهد العاصمة النموذجي","خبر في صحيفة البلاد السعودية  بتاريخ ٢٨/ ٢/ ١٣٧٦ هـ  بخصوص زيارة دولة الرئيس نهرو لمعهد أنجال جلالة الملك سعود بالرياض .
@kingsaud      @moe_gov_sa 
#جمعية_خريجي_معهد_العاصمة_النموذجي 
#معهد_العاصمة_النموذجي 
#معهد_الأنجالpic.twitter.com/Cj7KUkmuCV","","16","16","1556442331000","2:05 AM - 28 Apr 2019","/alasimaag/status/1122426606566428672"
"1583618751-1517","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-03-01%20until%3A2019-04-30&src=typd&lang=en","@mktbshmal","مكتب التعليم بشمال الرياض - بنين","نظام متكامل ومواكب للتطور","1","9","6","1556135405000","12:50 PM - 24 Apr 2019","/mktbshmal/status/1121139265025527808"
"1583618751-1704","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-03-01%20until%3A2019-04-30&src=typd&lang=en","@Naelah11","Dr. Naela Almgwishi د. نائلة عبدالعزيز المقوشي","“I’m not going to tell you what to do, but I’m going to ask you to do it well!” Tuula Teeri ~ president & CEO , Royal Swedish Academy. @moe_gov_sa #معرض_ومؤتمر_التعليم_العالي #معرض_التعليم_العالي8","","3","2","1554892240000","3:30 AM - 10 Apr 2019","/Naelah11/status/1115925056394276864"
"1583618751-1988","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-03-01%20until%3A2019-04-30&src=typd&lang=en","@intermediatee47","المتوسطة ٤٧ بالمدينةرقم العضوية  2️⃣ 3️⃣ 0️⃣ 1️⃣ 3️⃣","الشكر موصول لجميع القائمين على الملف الإعلامي بارك الله في جهودكم وحرصكم على الإرتقاء بالعمل الإعلامي للمدارس  @madinaedu @EalamAlmadinah @westoffice1 @jf_moe
 @moe_gov_sa 
#الملف_الاعلامى_بوزاره_التعليمpic.twitter.com/OUrfuqpFjC","2","4","16","1552407527000","9:18 AM - 12 Mar 2019","/intermediatee47/status/1105503411557093378"
"1583618751-1751","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-03-01%20until%3A2019-04-30&src=typd&lang=en","@qunedu","تعليم القنفذة","عنوان أبناء هذا الوطن حب لاينتهي لهذه الأرض لذا سنحقق الهدف ونتجاوزه
#TIMSS_KSA
@moe_gov_sa
#الملف_الإعلامي_بوزارة_التعليمpic.twitter.com/d1RTCqNTlD","","17","15","1554571603000","10:26 AM - 6 Apr 2019","/qunedu/status/1114580206520549376"
"1583618751-1508","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-03-01%20until%3A2019-04-30&src=typd&lang=en","@sawaian","عبد الهادي الصويان  🖋","سيارات تعليم #المهد بلا شعار واتهام موظفين بقيادتها خارج الدوام
http://bit.ly/2Vmulh8 
عكاظ | الخميس 25 أبريل 
@minister_moe_sa  @moe_gov_sa @abn_mejdal @mahdedu @nazaha_gov_sa @mualosaimi","93","108","31","1556168121000","9:55 PM - 24 Apr 2019","/sawaian/status/1121276487020306432"
"1583618751-1950","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-03-01%20until%3A2019-04-30&src=typd&lang=en","@jazanedu","إدارة تعليم جازان","منجز جديد |

مدير #تعليم_جازان وأسرة التعليم يباركون لطالبات ثانوية الأحد الأولى ومتوسطة الجوهرة بنت عبدالرحمن آل سعود تأهلهن للتصفيات النهائية على المستوى الوطني لـ #أولمبياد_التصميم_الفني لعام ١٤٣٩ - ١٤٤٠ هـ عن فيلم""كادت أن تشرق"" و "" كان حلما"" 

@moe_gov_sa pic.twitter.com/iqtjNEnayU","16","42","47","1552574290000","7:38 AM - 14 Mar 2019","/jazanedu/status/1106202866627366917"
"1583618751-1618","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-03-01%20until%3A2019-04-30&src=typd&lang=en","@TALAL_E_Alanazi","Talal Alanazi .. MS.HEM&D,, BS.EMS","@minister_moe_sa 
@moe_gov_sa 
 معالي وزير التعليم د. حمد آل الشيخ
 عملت على فكرة مشروع وطني اتمنى ان يرى النور قريبا.
وهو فريق الاستجابة الاولي للحالات الطارئة في المدارس . 
School Emergency Response Team (ERT) in Saudi Arabia","10","29","17","1555496793000","3:26 AM - 17 Apr 2019","/TALAL_E_Alanazi/status/1118460734537650176"
"1583618751-1656","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-03-01%20until%3A2019-04-30&src=typd&lang=en","@moe_gov_sa","وزارة التعليم - عام","تحت رعاية #وزير_التعليم ..
#وكالة_الأداء_التعليمي تنظم المنتدى السعودي الأول لتبادل الخبرات ⁦#SE2⁩ بالتعاون مع #مايكروسوفت الأربعاء والخميس القادمين وهو فرصة لتمكين المعلمين من الموارد التقنية للتغيير نحو الأفضل.
للتسجيل في المنتدى:
⁦https://aka.ms/SaudiE2 pic.twitter.com/Ek2BJV0TRh","55","324","283","1555319193000","2:06 AM - 15 Apr 2019","/moe_gov_sa/status/1117715823697776640"
"1583618751-1562","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-03-01%20until%3A2019-04-30&src=typd&lang=en","@moe_gov_sa","وزارة التعليم - عام","2.7 مليون طالب وطالبة يؤدون #الاختبارات_النهائية للعام الدراسي الحالي
https://www.moe.gov.sa/ar/news/Pages/t-st-2019-5.aspx …pic.twitter.com/YuqmnnGgCs","191","522","423","1555836225000","1:43 AM - 21 Apr 2019","/moe_gov_sa/status/1119884413515522048"
"1583618751-2081","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-03-01%20until%3A2019-04-30&src=typd&lang=en","@assarah2017","متوسطة وثانوية السارة","برامج |

تفعيل برامج موهبة بالمدرسة من إذاعات وأعمال 

وتعيين مقر لتنمية مهارات وقدرات الطلاب والتوعية بأهمية 

           

 #أسبوع_الموهبة

#الملف_الإعلامي_بوزارة_التعليم
@Media_M_E
@sabyaedu
@moe_gov_sa
@aldayeredupic.twitter.com/ZYrzPKB8CB","2","7","15","1551690976000","1:16 AM - 4 Mar 2019","/assarah2017/status/1102497981876633600"
"1583618751-1982","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-03-01%20until%3A2019-04-30&src=typd&lang=en","@743650151","الأبتدائية السابعة 🇸🇦","الاعلام ...كلمه ورأي  ولكلمات مساعدة مدير الاعلام والاتصال اثرها في تحفيزنا للمزيد من العطاء منسقة الأعلام حوري السهر @e3lam_trbwe @guriatedu_gov @Media_M_E @moe_gov_sa pic.twitter.com/EKFKTNXTCU","1","11","6","1552419433000","12:37 PM - 12 Mar 2019","/743650151/status/1105553351180206088"
"1583618751-1802","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-03-01%20until%3A2019-04-30&src=typd&lang=en","@mohabmagdyzearb","mohab zearban","@moe_gov_sa noor with ministry of education","","","","1554043674000","7:47 AM - 31 Mar 2019","/mohabmagdyzearb/status/1112365911682502656"
"1583618751-1633","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-03-01%20until%3A2019-04-30&src=typd&lang=en","@jazanedu","إدارة تعليم جازان","تهنئة |

يتقدم مدير #تعليم_جازان باسمه واسم منسوبي التعليم بالمنطقةبأسمى التهاني والتبريكات لسعادةوكيل أمارة منطقة #جازان أ.عبدالله المديميغ بمناسبة الثقة الملكيةبتعيينه على وظيفة وكيل أمارة منطقة جازان بالمرتبةالخامسةعشرة سائلين الله له دوام التوفيق والسداد
@jazangov @moe_gov_sa pic.twitter.com/Vxm4lkf3QV","74","107","128","1555444639000","12:57 PM - 16 Apr 2019","/jazanedu/status/1118241985763135494"
"1583618751-1943","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-03-01%20until%3A2019-04-30&src=typd&lang=en","@ali_s_mk","متحف قديم التعليم","مجلة المعرفة 
تصدرها وزارة المعارف 
خبر قرب اصدارها عبر صحيفة اليمامة عام ١٣٧٨...مقتنيات 
#متحف_قديم_التعليم 
@moe_gov_sa @minister_moe_sa @halkadipic.twitter.com/4rMUxVpVqA","1","11","19","1552597353000","2:02 PM - 14 Mar 2019","/ali_s_mk/status/1106299600179216384"
"1583618751-1660","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-03-01%20until%3A2019-04-30&src=typd&lang=en","@ali_s_mk","متحف قديم التعليم","طلاب مدرسة الدمام الحكومية عام ١٣٧٤
يلعبون كرة السلة 
@aldammamorg @dammam_news 
منقول من الاخ خالد الحميدي .
@moe_gov_sa @ihais_imamu 
#افضل_مرحله_دراسيه_لكpic.twitter.com/CUkDNamSAH","","9","12","1555252747000","7:39 AM - 14 Apr 2019","/ali_s_mk/status/1117437128869330944"
"1583618751-2067","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-03-01%20until%3A2019-04-30&src=typd&lang=en","@moe_gov_sa","وزارة التعليم - عام","انطلاق ملتقى #تطوير_تدريس_القرآن_الكريم واستعراض التجارب الناجحة لتدريسها في #وزارة_التعليم ورفع مستوى نواتجها التعليمية وتجويد مهارات معلميها ومعلماتها بحضور وكيل الأداء التعليمي.pic.twitter.com/uTs9gNDVb5","49","319","272","1551766258000","10:10 PM - 4 Mar 2019","/moe_gov_sa/status/1102813734064529408"
"1583618751-1892","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-03-01%20until%3A2019-04-30&src=typd&lang=en","@fahad88840","فهد المختاري - رفحاء","#المدرسة_10_الابتدائية_للبنات_برفحاء بانتظار حدوث كارثة.
• مبنى مستأجر متهالك.
• تماس كهربائي في المدرسة.
 بناتنا أمانة في اعناقكم  
@northedu @moe_gov_sa @EOIR12pic.twitter.com/y9KUuZagIZ","3","36","9","1553068835000","1:00 AM - 20 Mar 2019","/fahad88840/status/1108277141421084672"
"1583618751-1870","https://twitter.com/search?l=&q=%40moe_gov_sa%20%22%40moe_gov_sa%22%20%40moe_gov_sa%20since%3A2019-03-01%20until%3A2019-04-30&src=typd&lang=en","@EssamAlGobaisi","عصام بن عبدالله القبيسي  🇸🇦","كثير ما نسمع ناس عندهم أفكار متميزة ويجزمون أنها ستطور التعليم ويجب أن تكون موجودة
هذة فرصة متميزة لدعم #فكرتك_التعليمية وأن تكون أحد من يحصدون الجوائز القيمة اللي تصل لمليون ريال
للمشاركة: http://ed.fikra.sa/  
@MonshaatSA  @McitGovSa  @TETCOSA  @moe_gov_sa pic.twitter.com/wlWPSeyGlv","2","25","20","1553281625000","12:07 PM - 22 Mar 2019","/EssamAlGobaisi/status/1109169643942526979"
